user,item,label,reviews,review_emb1,review_emb2,review_emb3,review_emb4,review_emb5,review_emb6
594,38,5,Bad: can not really say. Good: How convenient the Continental breakfast area is located,13.0966015,1.1513364,2.3225942,0.9481475,0.9617133,0.1295856
65,37,3.95,"Bad: No pool. Good: Great room, fantastic spa",-1.6731831,1.3075032,0.2870303,0.15517429,0.42929664,-0.87478375
65,38,4.15,"Bad: Breakfast. Good: Location, room size, cleanliness.",1.6696408,1.5165821,-0.5074555,1.8016225,0.6712304,-0.9820566
595,38,5,Good: Staff were super friendly and helpful. Room was spacious and very clean. Would definitely stay there again.,7.6586084,5.159422,0.44931945,0.6160325,0.119887464,0.2897061
596,38,4.8,"Good: Bed was very comfortable, room was big enough, staff was welcoming.",1.6193386,3.7130125,-0.7279291,0.44777048,0.03805323,0.5014715
377,38,5,Good: The staff was very accommodating and the beds were very comfortable.,4.2104635,1.5191224,-0.46362555,-0.43844804,0.17394647,1.053692
597,38,5,"Good: Great staff, superb rooms, brilliant location.",4.8442373,2.7921906,0.7310539,0.6409395,-0.10418003,-0.31847262
113,38,4.6,Bad: Nothing. Good: Room was spacious and good views. Breakfast at end of corridor means breakfast in bed every day! Friendly staff who go the extra mile.,2.587742,1.05381,-0.51506007,1.6603159,-0.79846156,0.27153814
598,38,4.4,"Good: great location. room was clean and comfortable, Staff was very nice and helpful.",1.9717121,0.60523385,-0.16900907,0.81868863,-0.41209978,0.03452914
89,37,5,"Good: I liked the uniqueness of the hotel, and especially the rooms. Great view out our balcony.",2.0253143,1.7233429,-1.7918718,-0.3584152,0.34020913,-0.5967925
65,37,5,Bad: Expensive parking. Good: Corner room,-0.7082608,2.7628942,0.55800825,0.7320626,0.24693002,-0.69174945
599,37,4.4,Bad: no finger food during happy hour. Good: Great Breakfast,0.37003914,2.6661026,0.54950005,0.05397607,0.33908516,-0.89314914
142,38,5,Good: Everything was great Excellent lake cation,0.55421597,2.836059,0.8594608,-0.4257932,0.1275061,-0.34885612
600,38,3.75,Bad: Saturday night was very loud inside and outside of hotel until : am. Good: accommodations were convenient and fine for stay in downtown,4.52566,-1.0868367,0.16677046,-0.9117556,0.54665613,0.2843077
601,38,4.6,"Bad: Nothing to dislike at all!. Good: As a first time visitor to Chicago, the hotel was an excellent central location from which to explore. Firstly, the property, services, cleanliness, wifi and staff were very good. As mentioned by other users, there is a continental buffet served on a credenza on each floor outside the elevators from around . am. Some may want a more sumptuous offering, but this is a very generous continental breakfast and would be more than sufficient for most. Travelling to the hotel from O'Hare was simple. If you can read and follow English signs, it's an easy and cheap transition on the Blue Line public train into town. The hotel website gives precise information on which stop to disembark and the - minute walk to the property. Probably a better option to use taxis, Uber etc if you are travelling with lots of luggage or you have mobility issues. As for food and entertainment, the hotel is surrounded by excellent options. Restaurants and bars of all types abound. The House of Blues is right across the road for example. River Walk is also a highlight and is only a  minute walk away. The hotel area is well serviced by public transport and taxis, plus the first stop of Hop On/Hop Off Bus tour company is  minutes away in front of the Trump Building. As in other cities and countries that offer this service, it's an excellent way to get a quick feel for a new place, and Chicago is a stunning place to visit. By the way, Buddy Guy's Legends Bar is well worth a visit. People will always have various expectations, but I found the staff, service, amenities, and most of all the music on the night, to be fabulous as a musician and huge blues fan, this was a big tick on my personal bucket list. The H.O.B was also great, but did not have time to get down to Rosa's Bar or Kingston Mines. I'll leave that for the next time............................but will be staying at the Kinzie.",2.5897245,-4.6249127,0.4893242,-0.4289546,0.4837611,-0.8201941
76,38,4.8,Good: Great location and can not beat the happy hour on the th floor,10.050996,6.248417,2.496114,-0.012903717,0.1728832,1.0971613
602,38,2.9,"Bad: What I didnt like is the service of the staff. I reserved and paid last October a city view room, check in online on our way to the hotel and was assured key is waiting. But when we got there, no room available for city view. We were settled for a night in rd floor and we were assured the next nights we will be in the th floor. But the following day, they gave us a floor higher only, th floor. We cant see much of the city from th floor. All we can see is adjacent buildings. We were frustrated that there is no cafeteria for breakfast. Yeah, breakfast is included on the price but no chair to sit on, no table use. It is a grab and go breakfast. Very incovenient because breakfast is served in th and th floors's console table only. No microwave, no toaster. How can you eat the bagels they served in very cold temperature Secondly, we were not given instructions / info on our check in at the hotel what are the facilities they have for us. We only discovered while we were staying at the hotel. Like business center, fitness center,etc. The housekeeping, bad service! They forgot to replace the complimentary k-cup coffee. One day, they left a used pair of socks in our room. A pair of black socks rolled,dirty for a man whose size could be for a  footer and taller. My boys are only '. Next day, they left again a wet soiled pink shirt on the table where the TV is. Why is that Everyday I always left as tip and a way of thank you for cleaning the room but all they leave is mess. Good: I like the location of this hotel. Very accessible to everything,from all kinds of food/resto to tourist attractions.",1.2967633,-6.775381,2.1407506,2.8475251,-0.24253535,0.7653633
603,37,4.15,Bad: Friendlier folks at the front desk...they are the first staff one interacts with at your hotel. They need to make eye contact and smile more. Interact with guests...make you feel welcome. Good: Housekeeping was awesome !!!,-0.5955039,-0.27610078,1.1993843,0.10535403,-0.9437644,-0.7070024
81,38,4.6,Bad: A little noisy but to be expected in the heart of downtown!. Good: Location. Friendly comfortable.,3.3224282,0.9665742,-1.6047595,1.1719509,0.19345082,0.33015707
79,38,5,Nothing Great bed and shower. All you need. Great help yourself continental breakfast and liked the drink and snacks in the evening. Fabtastic location,0.22350399,2.966572,0.5940828,0.08355339,-0.011235545,-0.63007593
604,37,5,"Bad: Really do not have much to say about it. Good: Service was great.Room had nice view,wonderful roof top.We had spa services and they were great",0.38011608,-1.7906585,-0.7946468,1.1176847,-0.41137066,0.1535679
65,38,5,"Bad: It took a bit of time to get checked in. Good: Very clean, nice location, very modern facilities",3.7758486,0.09700119,-0.4428572,0.48406145,0.28537434,-0.049272403
81,38,4.6,"Good: Great location, clean and friendly staff.",5.6978993,2.813024,0.8032919,0.95854765,0.016051825,-0.12353513
605,38,5,Good: Lovely helpful staff,7.6663785,4.648795,2.3943737,0.17901647,0.115710564,0.16408265
606,38,5,"Bad: it was all good. Good: lovely rooms, helpful staff, fast wifi, and nice gym",0.057195295,0.20473823,-0.07552802,0.97554165,0.1430517,-0.97377294
607,38,1.65,"The reception desk guy at checkin was reckless. The breakfast is extremely poor (some apples, cakes and coffee) uncomfortably served in every corridor of each floor of the hotel. Comfort is absent, there is no soundproofing in the rooms facing the street, nor in the back. The use of ear plugs is mandatory and probably insufficient to reduce continuous noise (day and night) from heavy duty air conditioning equipment of many commercial buildings surrounding the hotel. The Hotel offers extremely poor value for money. It is not a four () stars at all. Staying there was hard and exhausting. AVOID IT. Suitable cleanliness and location.",-1.2989149,-1.276716,-0.040975012,0.7490659,-0.22807129,-0.11521502
65,38,3.75,Bad: Used my debit card to pay for room.. Normally charges are taken out day you leave but they took them out day I arrived then charged  extra just incase I broke or damaged something-they said I would get it back but it was still pended out of my account. Good: Loved the free breakfast,2.3573978,0.30036792,0.008196497,-0.3525726,-0.49749166,0.3966687
608,38,2.9,Bad: The Additional Charge for stay coverage which was a whopping  which was not mentioned at all from the Hotel until I arrived there.... . Good: The Location was great,5.57125,0.81139535,-0.3951798,0.26140136,-0.99019694,0.34940696
368,38,5,"Good: Great location. Clean room, friendly staff. Would definitely stay there again.",7.4027205,5.463337,0.6876608,0.7819467,0.81437653,-0.59224474
65,38,4.4,Bad: Heating Systems make noise. Breakfast was OKish. Good: Well placed for visiting downtown museums etc.,-2.658833,0.24853514,0.12122102,1.2759681,0.0892995,-0.072850965
609,38,3.75,Bad: Charge more than booking. Good: Locations,-1.4994597,1.7634761,0.7698414,0.68002033,0.4244659,-0.06528302
65,37,4.6,Bad: The water was not super hot the first day (maybe it was time of day) and there was no way to adjust the temperature of the room. Good: The staff were super friendly and helpful. The rooms were quaint but classy. Loved the balcony. The in-room wine selection was pretty neat. I'll definitely come back to experience more of what they have to offer.,0.91399586,-3.1848316,-0.3126966,1.2470956,0.09822599,-0.5775748
65,38,5,Good: Great value! Very friendly staff. Excellent location,-1.0790656,2.8737051,0.634662,0.5470875,-0.12698153,-0.72945064
74,38,4.15,"Bad: The breakfast was not good. I kind of like the concept of serving breakfast in every floor, but I wish it could be more options for us that dont want to start every day with sweetened cereals and dough-nuts. But lots of places nearby that serves breakfast. Good: Location. Walking distance to everything we wanted to see.",-3.6801407,-0.6828471,0.54526144,1.2597028,-0.011614572,-0.58789665
540,38,5,Good: Best hotel robe Ive ever had. Beautiful room. Very nice staff.,-2.8005822,1.8598394,-0.5452449,1.5407822,0.36912635,-1.1846877
610,37,5,Good: Everything was amazing I will for sure be back!,2.899397,3.2394361,0.35738978,-1.1489799,0.013604807,0.111916326
611,38,4.6,"Bad: Phone in the room did not work, and the valet was very slow. Good: Great location close to lots of places! Friendly staff!",2.6571565,-0.7308968,0.97853583,1.2950151,-1.1243794,-0.42004317
271,38,3.75,Bad: Nothing..great staff.. Good: Great hotel beds...,-3.9439373,2.0532553,1.2633002,1.087282,-0.41290754,0.22157408
612,38,4.4,Bad: Choice firmer pillows!. Good: Location +++ Unfussed arrangement of hotel facilities Value for money Helpful staff,-1.4127731,0.3111717,0.6656004,1.2005455,0.05420698,0.19858803
613,38,4.8,Good: everithing beyond our expectations.,2.215782,2.9771645,1.4561384,0.7229046,-0.29520327,-1.1423439
614,37,5,Good: The bar on the rooftop,2.4147882,4.7253737,1.3018676,0.085459314,0.5097519,-0.86804944
65,38,4.8,Bad: Expensive. Good: Great location. Very clean. Rooms are nicely appointed. Large bathroom. Responsive and friendly staff. Perfect continental breakfast.,-0.96960884,0.6857492,-0.30428115,0.18953317,0.29729503,0.080638714
74,38,4.15,"The breakfast was not good. I kind of like the concept of serving breakfast in every floor, but I wish it could be more options for us that dont want to start every day with sweetened cereals and dough-nuts. But lots of places nearby that serves breakfast. Location. Walking distance to everything we wanted to see.",-4.243787,-0.2730126,0.39602345,1.6307586,0.09159599,-0.4836499
264,38,4.6,"Bad: Breakfast - pastries a little chewy. Good: Comfy beds, great location.",1.0735013,2.0084174,-0.31611037,0.49143925,0.18290813,-0.53630346
615,37,5,"Bad: Worst bartender ever. Long Island Iced Tea missing a few ingredients, King Alphonse was actually a Kahlua and cream with ice. Ugh. In-room coffee machine did not work, took two days to get fixed, and then made awful coffee. Morning coffee from the restaurant was undrinkable. Thankfully, Starbucks nearby. Good: Best restaurant for dinner of any hotel anywhere. Entrees superb, bread pudding beyond superb. Excellent security staff -- Cheerfully and efficiently retrieved my forgotten keyboard, assured me it was safe, and FedExed it to me no charge. Decor stylish, cozy room made clever use of small space, room clean, rain shower nice. Non-convention type hotel very appealing. Really great value in accessible walkable location.",0.11452712,-2.3166425,0.09774132,1.2862675,0.25987256,-0.9584666
65,38,2.7,Bad: no breakfast facilities and some incompetent staff. Good: nice location and simple business hotel type,2.970053,0.99740213,0.42824012,0.6036327,-0.2178907,0.12389318
616,38,5,Bad: The breakfast could have had more protein options. Good: Loved the room and the location,5.5185804,2.7026982,-0.03760274,-0.40340897,0.26001933,-0.38984653
575,38,4.8,Bad: Plates outside of hotel room door when we arrived stayed there all day and evening. Good: Bed extra comfy. Very courteous staff.,-2.267019,0.4222969,-0.25438324,0.88378334,0.069267645,0.32803997
617,38,5,Good: Wonderful hotel with great location and customer service. The lounge was amazing every night for a drink and snacks. Couldnt have asked for a better experience. Breakfast every morning was way better then we expected. Contacting the front desk was easy via text for anything we needed or with questions. We have traveled to many other cities and Europe and this was one of our top stays.,-0.9538497,-1.2700119,-0.053613387,-0.4337676,-0.61090297,-0.03614153
618,38,4.8,Bad: I could not understand why the fan constantly as if it never reached the desired temperature.Also that nightly service fee of . is a rip-off.,3.5507724,1.472064,0.9748322,0.8101732,-2.1586218,0.11971287
619,38,4.8,"Bad: Listed Parking but thought is was included... you should point that out. Good: Clean, modern, staff was outstanding",0.020176686,1.5785896,0.55079246,1.570787,-0.64529926,-0.6858364
620,38,5,Good: Location,5.741586,5.78146,2.515107,0.12396144,0.3543756,-0.36963528
244,38,4.8,"Bad: Relatively small lobby. Good: Convenient to Mag. Mile, Loop, Millennium Park and restaurants. Also like continental breakfast brought up to the floor where you are staying.",-0.045080807,1.1637021,-0.19789487,-0.33459443,0.22635671,-0.06987224
264,38,5,Good: Everyone was so nice. Thank you,0.7621822,3.163498,-0.1788594,-0.48841143,0.31947574,-0.9486283
621,38,5,Bad: everything was great besides the bar lounge on the top floor. It could use some renovations. Good: Bed was extremely comfortable!,-1.8524475,0.5533459,0.021592403,0.1600518,-0.55581474,-0.28830004
622,38,4.8,"The view Staff was Amazing, location was Great, the breakfast was incredible and the Happy Hour a was so nice and fun!!",-3.6477008,1.8483936,1.2787383,-0.1877203,-0.6254259,0.52076775
623,38,2.3,"Bad: Overall I was very disappointed. I rarely write reviews, but I think everyone should keep in mind the following aspects of their trip and take the following all with a grain of salt. For the cost: Paid over /night for lowest price person room - highly overpriced, and overrated reviews I have to say. I was attending last minute trip for work, but wish I had chosen the Monaco, Drake, Intercontinental...Hyatt, Sheraton...anywhere else. For someone traveling on business, I would equate it to maybe a Hilton Doubletree, for four times the cost. Freebies: I did not have the time given my work commitments to attend the free breakfast/snacks in evening, as I had to be out at other events, which already provided this. I did not need the free internet as I had my own. Room Itself: This was probably the worst aspect, yet the most important, and what prompted my very negative rating. I overlooked a rusty building roof - wish I had taken a picture as I do not need gorgeous, but this was anything but. It really looked like if I opened the window I would get some form of lung disease. I would have closed the blinds...but they were blackout blinds...which you do not want if waking up at - for work events. The room was lackluster, and though there are only  floors, there are  VERY slow elevators, one of which was not working for a good portion of my stay, so do not try to get anywhere on time, or plan to be late and blame it on the elevators with a legit excuse. Overall: I expected more when I saw the cost, positive ratings, the reviews for boutique - this was anything but. Disappointing stay, especially when my work conference overlapped with my birthday. Will not be returning. Good: On the plus side, the people at the front desk were fine - the doormen were fine and one woman at front when you walk in was extremely nice and I have to give her probably the most positive review for being most pleasant. Other desk guy was fine but clearly apathetic and not going out of his way to be friendly. Appreciated ability to store luggage in between end of stay and flight departure...but again, not something that makes hotel stand out.",2.222041,-4.225195,1.8235832,1.7796484,-0.6708614,-1.4224946
598,37,4.8,Staff extremely helpful and friendly. The breakfast in the morning on the rooftop lounge was a lovely bonus.,3.9167476,3.1331573,0.11006604,0.019187635,0.5591383,-0.5379354
624,38,4.8,Good: Surprisingly quiet!,1.2524153,5.330297,1.8437977,-0.05561379,-0.21787323,-0.56310636
65,38,5,Good: Great location....the room was very comfortable and clean. Nice breakfast and staff were helpful with directions to Chicago sites.,2.5096362,0.5803483,0.12099717,0.19818625,-0.14185685,-0.19417408
437,38,4.4,The bar opened to late and closed to early The location.,5.6638274,4.2413025,2.012015,-0.35547492,0.2677512,0.726516
625,37,4.15,"Bad: Daily waiting lines for the elevators. Good: Excellent spacy suite, location and spa facilities (although no sauna)",-1.559689,1.0239733,0.74169093,1.0118806,-0.09419757,-0.4354171
437,37,5,Good: Loved the shower!! The balcony was a great to hear Chicago sounds at night. We will for sure be back.,-0.43114412,1.6783556,-0.43913126,-0.5704869,0.18086527,-0.926638
626,37,3.75,Bad: Way overpriced. Room was overdesigned faux industrial window box. Bed not comfortable at all. Good: Great location,-2.5633738,1.8299536,-0.02488658,0.28887457,0.47115475,-0.1342844
627,38,5,The breakfast could have been better by including some hot foods. The bed and pillows were very comfy. The rooms was nice and clean. The staff was very friendly.,-1.858246,0.58465374,-0.21734725,0.7232708,0.057853114,0.3485932
628,37,4.6,"Bad: Rooftop bar is more style than substance, go to be seen, not to enjoy view or surroundings, and inconvenient to have to go downstairs to go back up. Perhaps a residents hour for hotel guests only, when lift can go directly up. Good: Great location, very stylish, helpful staff especially the doormen",-0.61610323,-1.0336223,0.44452527,1.160438,-0.63549095,0.49169636
65,38,2.7,"Bad: Pounding noise at :a,m, machinery of some type. Several in our party had turn down service and cookies-we did not. Good: Rooms were very clean. Check-in expedient.",-0.40728858,2.2661853,-0.011493084,0.99207634,-0.5659836,-0.73990196
346,38,3.95,"Large rooms and comfotable The rooms are very comfortable, however the road outside is noisy so sleep patterns are interrupted Breakfast is on your landing so a bit like boarding school!",0.6919364,-0.3478126,-0.043878186,-0.44331414,-0.1376504,0.776341
629,37,5,Bad: Overnight Parking fees high. Good: Customer service...staff always acknowledge us when we entered and departed the building.,-0.68420815,1.8627336,-0.13132137,1.085141,-0.5403439,-0.78118855
630,38,5,"Bad: Nothing, we had an amazing trip!. Good: The staff were all incredible! So friendly and helpful. The bed was like heaven to sleep on, it was so comfortable. I loved the size of the room and the bathroom. Very impressed with this hotel",4.5681667,-0.73245555,-1.4686185,-0.17769405,-0.33398363,0.15071371
631,38,4.8,"Good: Morning coffee was excellent and offered on every floor with some delicious pastries The bed and pillows were comfortable and the hotel was very clean. As a past Chicago resident and frequent visitor, I'd definitely stay here again.",2.8013616,1.0759583,-1.3539141,-0.78955907,0.5905012,-0.5143846
632,37,3.75,Bad: Noise of last floors the night club. Good: Near to down town,-0.07194615,0.61914814,0.27639702,0.34033602,0.9030225,-0.087623656
633,38,5,"Bad: Nothing. Good: Location, size of room, cocktail lounge from  pm to  pm, size of bathroom",1.1001626,1.3780057,-0.68376434,0.40791818,0.8494917,-0.21456017
237,38,4.4,"Noise from traffic, not very sound proof. TV reception really bad at times Loved the size of the room, the staff were amazing and comfy bed",0.24882977,1.2346293,-1.3063542,1.1011177,-0.05812411,1.5216511
634,38,4.4,"Good: i enjoyed the design, decoration and layout of the room",5.1028748,0.71166694,0.25249916,-0.46950197,-0.18859094,-0.42894328
635,38,4,Good: Staff is very nice.,5.562857,3.385617,0.9589847,0.059934277,-0.30875063,-0.4393401
243,38,4.8,"Good: It was a great holiday, staff were very helpful. Comfortable rooms and breakfast on the floor was a great idea.",4.82299,-0.6549112,0.13755774,0.15068881,0.11861344,0.5413269
229,37,4.6,"Bad: No one knew where the sauna was located. Good: Bed was amazing, bathroom was amazing, great view",-3.568847,-0.5025163,0.43044645,0.33308387,-0.05517155,0.17058936
636,38,3.55,"Bad: The hotel has no real public areas, and there's a facilities fee which I did not realize. The reception staff were not that helpful. The room was not quiet enough for a really good night's sleep due to loud aircon and some other random noise that persisted even with aircon off. Good: The bed was comfortable with a really good sized bathroom. WiFi was good.",-0.57942945,-2.9267554,0.40149263,1.020188,-0.54382646,0.18257056
637,38,4.6,"Bad: The continental breakfast (not many options on the fooditems) served each floor on the lobby and eating in the room. Good: Excellent location, clean, confortble and easy to acces",2.2701077,1.6372514,0.49284378,0.52976364,-0.24171913,0.1731049
638,38,5,Good: Great room at a perfect location.,3.0968587,4.029913,0.43844014,0.40957105,0.3288665,-0.64458936
24,38,5,"Bad: Crazy static electricity in the rooms during winter. Good: Awesome place, and service.",-0.38980415,0.9589006,0.18875296,1.0520442,0.36731613,-0.45155752
160,38,4.8,"Bad: Used my credit card to hold reservation but was going to pay cash. When I checked out they said they already processed my credit card and would not refund it and l could not pay cash. I am from Canada and have a US bank account so when the Can and US dollars were at par I put my travel money into it. By paying with my credit card, I ended up paying an extra  in exchange rate and user fees. They also charged my credit card the day I booked- which I did not know until my statement came in. Good: beds were very comfortable. breakfast in hallway every morning very convenient. location was good-very close to river and a couple of blocks from metro stations. Staff very friendly.",0.20698811,-4.2129908,0.48653394,2.7108185,-0.14736772,0.08705482
639,38,4.6,Bad: None. Good: My overall experience was great!,-2.992459,2.0729463,1.2211821,0.27303845,-0.4445406,-0.8671502
65,38,4.8,Good: Loved location and decor.,0.8015619,4.3722873,0.8581679,1.2280753,0.21075372,-0.9282246
640,38,4.6,Bad: Breakfast is poor. Good: Location is great,0.8921719,0.98346466,-0.15750133,0.31932732,0.37776572,-0.6598867
65,38,5,Good: Impeccable service. Beautiful hotel. Do not hesitate to stay here!,-1.1501695,1.9044744,0.1828879,-0.48321587,0.15099685,-1.1049407
641,38,3.15,No breakfast hall Poor breakfast Unacceptable even hotels  star has a hallor space for breakfast Central hotel Good rooms Very Clean Curtese staff,4.2972093,5.9936166,2.0190647,0.4679444,-0.30563125,0.82427084
271,37,3.75,Good: Have been there four or five times so I think that tells you all,5.99462,3.6812267,0.87293625,-0.53183067,-0.46760413,0.56295913
642,37,4.8,"Bad: Almost rude guy who checked me in. Good: Desk staff are meh, but bartenders, concierge and gorgeous door men are all great, Super helpful and friendly",1.0755239,-1.8164169,0.4270229,1.6152358,-0.5669176,-0.2666388
368,37,4.15,"Bad: On one day breakfast was downstairs and was too small and tight a space for number of guests. Good: Beds comfortable, mini bar reasonably priced fab location",-0.10629789,0.43967885,0.4385518,-0.15902092,-0.36820626,0.81967455
65,38,3.15,"The bath tub was rusty..literally, mildew along the edge, and small. The bed was very hard and uncomfortable. The Free . breakfast was terrible, could not drink the coffee it was so bitter and nothing hot was offered. The room ended up being  more than advertised after all the taxes and what was supposed to be free breakfast... Location",-3.0435102,1.3351432,0.35877192,0.52609605,-0.65832186,-0.08074509
65,38,4.15,"Bad: There was no complimentary bottle of water. If you need water, you need to buy from the mini bar. For the breakfast, wish there were more hot food. Good: Liked the fact there was breakfast on every floor and enjoyed the drinks in the evening.",0.47314873,-1.0964582,-0.09260655,0.992277,-0.25223365,-0.5997436
643,37,5,Bad: I had someone partying and playing super loud music above me or next to me all night. Got no sleep.,-2.8192549,3.1890955,0.62237823,0.48177865,0.56738555,-0.49820414
644,37,4.15,"Bad: The music in the lobby was horrendous. House music that made me want to die or run away with my hands over my ears. Totally cruel to make the hotel receptionists listen to that all day long and it made the lobby an undesirable place to spend time. They should be playing jazz or something easy on the ears. Good: Location and room/decor, amenities",2.8429124,-0.07932813,0.013257959,0.08894226,-0.0773354,-0.8879863
65,38,4.6,Bad: Soft mattress on the bed. Good: Nice happy hour drink. Nice breakfast buffet. Large room in great location.,-1.0436053,0.26471066,-1.8440427,1.2283063,1.0006005,0.5807321
24,38,5,"Good: Loved our room, bed, breakfast buffet, fridge in room, free WiFi , location, happy hour, and outstanding suggestions and great help from Concierge, Ken. Highly recommend this hotel.",4.3582215,-0.009741399,-0.15443268,-1.1513267,0.17626543,-0.55352247
645,38,4.6,Bad: We had a really rude man greet us at the check in counter. When my dad did not understand what he was asking he gave him such an attitude. Everything else was perfect except for that encounter.,0.9981962,0.87773114,-0.5405291,-0.4208166,-0.8416694,0.5073558
65,38,5,Good: The convienance to everything. Just by walking out the front door of Kinzie Hotel.,4.0895257,3.076607,0.65268624,0.84146523,0.163007,-1.1326371
346,38,5,Bad: Our room view was pretty poor as it was looking out and into adjacent old building and seeing right into others apartments. Had to totally close blinds for any privacy. That blocked all of the natural lighting. A suggestion or : !. Letting people know where their room is located within the facility so they could ask for a different view if it was available. . Having blinds that pull up from the bottom (instead of down from the top) would allow some privacy from close buildings and still allow some natural light into the rooms that have this issue). Additionally some kind of break on parking would be a great addition. Our parking costs almost as much as one nights stay!. Good: Social Hour was unexpected and fun. Made some new friends!,-0.41603032,-3.808929,1.4218904,0.8311817,-0.81191945,0.2397478
646,38,3.75,Bad: Not much of a view. Good: Great location. Small hotel with good service. Lots of pillows:),4.954001,1.5003037,1.716387,-1.0022013,0.019785715,-0.6236174
647,38,3.75,"Bad: Breakfast! The hotel advertises a good breakfast while they only serve cold continental breakfast. Good: Location was convenient, staff were friendly, room was spacious and clean",-0.74429774,-1.3418189,0.69627434,0.15348166,-0.2009908,0.31187057
648,37,4.4,"Bad: Noise in the morning, the roof top was very small with no music. Good: Very comfortable bed.",-3.0679994,2.4907851,0.38855475,0.75850934,-0.040481508,0.1685083
65,38,5,"Good: No fuss, no hassle, delivers exactly what it says.",4.243911,4.703186,1.4759735,0.7398962,-0.389983,-0.22905491
641,38,3.15,Bad: No breakfast hall Poor breakfast Unacceptable even hotels  star has a hallor space for breakfast. Good: Central hotel Good rooms Very Clean Curtese staff,-0.21513166,2.017368,1.500619,0.319267,-0.8687365,-0.07665527
649,38,5,"Bad: I wanted to watch Netflix and could not, BUT THEY SAID NETFLIX WAS COMING!! By the end of August the hotel is getting new TV system to watch my shows! So my one negative will be fixed!!. Good: The staff was amazingly friendly! Breakfast was on each guest room floor and got to have breakfast in bed!! Free food and drink in the lounge every night. It was so easy to get around the city. Most of it was within walking distance, but I took the L to Wrigley Field. Super Easy! Free Wifi as well.",-0.00347525,-2.4936984,0.55257213,0.46509793,-0.77011687,0.07186081
72,38,5,"Bad: Absolutely nothing!. Good: Such a relaxing hotel in the hub of the city. Breakfast located on each floor next to the lift was great, bed was sooo comfy, bathroom fab and the view stunning. Cocktail hour with nibbles each night was such a nice touch. What makes the Kinzie thou are the staff!",4.019105,0.38977194,-0.041452486,1.0062085,-1.0430967,-0.24347755
65,38,5,Good: Best sleep I've had at a hotel,6.682492,6.0454764,1.9067667,-0.99536407,0.58382946,-0.3605667
621,38,3.75,"Bad: Why did not I know about Kinzie West That is what you show in your ads, but I got only the highest floor of the Unwest Kinzie. I was expecting a better view of the city.",1.4326639,0.8227724,-0.021541795,0.74123746,-0.99810284,-0.6147147
233,38,4.6,Bad: The view of the alley way buildings.,-0.22768578,4.0708537,0.8599974,1.6606183,0.16148403,-1.0041176
650,37,4.15,Bad: When two people sleep in the bed you settle to the middle of bed and makes for a uncomfortable night's rest. Good: The hotel location and the room layout and scenery was very nice.,-2.6309223,0.8572902,-0.7333505,-0.24900371,-0.06889249,0.2529441
651,39,2,"Stayed a few days while on business, big mistake. I do not want an experience from my Hotel - I want value for my money. No Closet, No dressers, No coffee maker, No Frig, No Microwave, No Bathtub, No Iron, No ice machines, No room service, No Workspace and of course no free breakfast. They give you a poker chip for one free coffee or drink. It is geared towards those who do not need any of these amenities and want to hang out in a noisy bar environment for your computer work. They give you a small tray table about x inches to work on in your room, that does not cut it for me. I get the revenue play with putting more rooms in a much small piece of real estate but for the nightly cost, a business traveler can find much nicer hotels in Chicago. I would suggest an improvement would be to have a fold up table on the wall and a chair at least. Traveler beware if your are on business (especially a women) this is most likely not the place for you - unless you just want tacos and the free lollypop from room service. I think the Do Not Disturb sign with the young guy in his under ware hugging a teddy bear says it all.",2.2808537,-4.959179,0.81932795,1.3759086,-0.05389504,0.1697458
652,37,5,"Good: the location was perfect, the hotel spa was very good with variety of service, the staff were extra friendly the room was clean. would defiantly come again.",2.3176398,3.5467784,-0.76005954,0.72059447,-0.038405217,-0.04114223
653,38,4.8,"Bad: View. We had a view of an alley. But, that's the only downside. Good: Staff was extremely helpful. Rooms were well-appointed, clean and functional.",0.92891806,-0.7999397,-1.0699341,2.0296373,0.064432226,-1.0325211
654,38,2.3,Good: Ac did not work,6.704849,4.1773934,1.6999589,0.34147564,-0.40611997,-0.32255575
655,38,5,Bad: No parking. Good: Location Room looks Additional appetizer,1.9593768,1.8481199,1.0842221,0.25084925,-0.05894464,-0.8601173
65,38,4.6,Bar was not open very long. Great location. Loved the spread at the bar at happy hour as well as drink tokens.,-0.7613426,1.3436489,-1.1505867,0.93815607,0.94658387,0.34897977
656,38,4.15,"Bad: The bed was very uncomfortable. Lumpy and too soft. Good: Central location. Easy check-in and out. Nice touches. Access to breakfast on each floor with a tray to use in your room-protein from hard boiled egg and yogurt, fresh baked goods, cereal (hot and cold). Fitness center had a variety of cardio equipment and weights.",-0.6839836,-1.4708029,-0.15906046,1.2662588,0.8424633,-0.21162622
657,38,4.8,"Bad: Parking was expensive at  for  night, and o thought it was included but it was not. Good: Location was near sightseeing.",-2.4157445,1.1628989,0.64096224,1.3241223,-0.54685557,0.15041219
65,38,5,Good: All the staff was genuinely friendly.,4.323177,2.9459307,0.5789027,1.0793962,-0.21942429,-0.55700564
71,38,3.75,Bad: The complimentary breakfast was not good at all. Kinda a joke. Very disappointing. For the money we spent for the room we expected a bit more. Good: Staff was nice and helpful. Room was clean and somewhat nice.,-0.32248366,0.05704688,-0.64072335,1.1796876,-0.57855,0.08735048
658,38,4.6,Good: Excellent location and great continental breakfast,6.290173,3.6110964,0.86132115,-0.7989203,0.55585086,0.14015093
